oneid,choice,profit,variable,round,marketmaker,role,numtrans,marginalbid,marginalask,time
40244,25,3.25,20,18,gain,buyer,8,16.75,16.5,2021-01-15 13:07:31
40244,16,0,20,19,gain,buyer,7,16.75,16.5,2021-01-15 13:09:38
40244,25,3.25,20,20,gain,buyer,8,16.75,16.5,2021-01-15 13:11:30
42248,20,0,8,1,gain,seller,14,13,13,2021-01-15 12:31:35
42248,14,6,8,2,gain,seller,14,15,14,2021-01-15 12:36:07
42248,14,7,8,3,gain,seller,15,15,15,2021-01-15 12:39:05
42248,15,8,8,4,gain,seller,17,16,16,2021-01-15 12:41:05
42248,16,8,8,5,gain,seller,13,16,16,2021-01-15 12:43:15
42248,16,8,8,6,gain,seller,17,16.99,16,2021-01-15 12:43:49
42248,16,8,8,7,gain,seller,18,16,16,2021-01-15 12:47:05
42248,16,8,8,8,gain,seller,14,16,16,2021-01-15 12:49:09
42248,16,8,8,9,gain,seller,19,16,16,2021-01-15 12:50:04
42248,16,8,8,10,gain,seller,18,16,16,2021-01-15 12:52:47
42248,14,0,27,11,loss,buyer,14,16,16,2021-01-15 12:55:09
42248,16,11,27,12,loss,buyer,13,16,16,2021-01-15 12:57:05
42248,16,11,27,13,loss,buyer,17,16,16,2021-01-15 12:59:11
42248,16,11,27,14,loss,buyer,18,16,16,2021-01-15 13:01:19
42248,16,11,27,15,loss,buyer,15,16,16,2021-01-15 13:03:11
42248,16,11,27,16,loss,buyer,15,16,16,2021-01-15 13:04:22
42248,16,11,27,17,loss,buyer,16,16,16,2021-01-15 13:07:12
42248,16,11,27,18,loss,buyer,17,16,16,2021-01-15 13:09:09
42248,16,11,27,19,loss,buyer,15,16,16,2021-01-15 13:09:54
42248,16,11,27,20,loss,buyer,18,16,16,2021-01-15 13:13:02
42851,13,0,13,1,gain,buyer,14,13,13,2021-01-15 12:31:22
42851,15,-2,13,2,gain,buyer,16,15,14,2021-01-15 12:37:31
42851,18,-2,13,3,gain,buyer,15,15,15,2021-01-15 12:38:02
42851,16,-3,13,4,gain,buyer,17,16,16,2021-01-15 12:40:09
42851,5,0,13,5,gain,buyer,13,16,16,2021-01-15 12:41:27
42851,18,-3.9899999999999984,13,6,gain,buyer,17,16.99,16,2021-01-15 12:44:26
42851,10,0,13,7,gain,buyer,18,16,16,2021-01-15 12:47:30
42851,16,-3,13,8,gain,buyer,14,16,16,2021-01-15 12:48:41
42851,3,0,13,9,gain,buyer,19,16,16,2021-01-15 12:50:03
42851,17,-3,13,10,gain,buyer,18,16,16,2021-01-15 12:52:24
42851,12,0,10,11,loss,buyer,14,16,16,2021-01-15 12:54:12
42851,5,0,10,12,loss,buyer,13,16,16,2021-01-15 12:56:46
42851,2,0,10,13,loss,buyer,17,16,16,2021-01-15 12:58:15
42851,2,0,10,14,loss,buyer,18,16,16,2021-01-15 13:00:42
42851,5,0,10,15,loss,buyer,15,16,16,2021-01-15 13:02:21
42851,5,0,10,16,loss,buyer,16,16,16,2021-01-15 13:04:47
42851,1,0,10,17,loss,buyer,16,16,16,2021-01-15 13:07:04
42851,1,0,10,18,loss,buyer,17,16,16,2021-01-15 13:08:31
42851,2,0,10,19,loss,buyer,15,16,16,2021-01-15 13:10:14
42851,1,0,10,20,loss,buyer,18,16,16,2021-01-15 13:12:29
42934,6,0,25,1,gain,buyer,14,13,13,2021-01-15 12:32:37
42934,15,10,25,2,gain,buyer,16,15,14,2021-01-15 12:36:32
42934,20,10,25,3,gain,buyer,15,15,15,2021-01-15 12:38:30
42934,20,9,25,4,gain,buyer,17,16,16,2021-01-15 12:39:39
42934,10,0,25,5,gain,buyer,13,16,16,2021-01-15 12:41:39
42934,30,8.010000000000002,25,6,gain,buyer,17,16.99,16,2021-01-15 12:43:31
42934,17,9,25,7,gain,buyer,18,16,16,2021-01-15 12:45:55
42934,17,9,25,8,gain,buyer,14,16,16,2021-01-15 12:47:37
42934,16,9,25,9,gain,buyer,19,16,16,2021-01-15 12:49:47
42934,10,0,25,10,gain,buyer,18,16,16,2021-01-15 12:52:26
42934,11,0,11,11,gain,buyer,8,15,15,2021-01-15 12:54:15
42934,15,0,11,12,gain,buyer,7,16,15,2021-01-15 12:55:32
42934,16,-5,11,13,gain,buyer,9,16,16,2021-01-15 12:57:47
42934,11,0,11,14,gain,buyer,10,16,16,2021-01-15 12:59:28
42934,11,0,11,15,gain,buyer,7,18,16,2021-01-15 13:01:59
42934,16,0,11,16,gain,buyer,7,16.5,16,2021-01-15 13:03:50
42934,16,0,11,17,gain,buyer,8,16.75,16,2021-01-15 13:05:57
42934,16,0,11,18,gain,buyer,8,16.75,16.5,2021-01-15 13:08:15
42934,11,0,11,19,gain,buyer,7,16.75,16.5,2021-01-15 13:09:54
42934,15.88,0,11,20,gain,buyer,8,16.75,16.5,2021-01-15 13:11:43
43066,10,5,8,1,gain,seller,14,13,13,2021-01-15 12:34:17
43066,10,6,8,2,gain,seller,17,15,14,2021-01-15 12:38:20
43066,10,7,8,3,gain,seller,17,15,15,2021-01-15 12:39:46
43066,10,8,8,4,gain,seller,17,16,16,2021-01-15 12:40:43
43066,10,8,8,5,gain,seller,13,16,16,2021-01-15 12:42:31
43066,11,8,8,6,gain,seller,17,16.99,16,2021-01-15 12:43:57
43066,13,8,8,7,gain,seller,18,16,16,2021-01-15 12:45:56
43066,14,8,8,8,gain,seller,14,16,16,2021-01-15 12:47:59
43066,14,8,8,9,gain,seller,19,16,16,2021-01-15 12:49:51
43066,10,8,8,10,gain,seller,18,16,16,2021-01-15 12:52:28
43066,10,0,25,11,loss,buyer,14,16,16,2021-01-15 12:54:48
43066,25,9,25,12,loss,buyer,13,16,16,2021-01-15 12:57:44
43066,15,0,25,13,loss,buyer,17,16,16,2021-01-15 13:00:03
43066,26,9,25,14,loss,buyer,18,16,16,2021-01-15 13:01:31
43066,26,9,25,15,loss,buyer,15,16,16,2021-01-15 13:02:14
43066,26,9,25,16,loss,buyer,16,16,16,2021-01-15 13:05:29
43066,25,9,25,17,loss,buyer,16,16,16,2021-01-15 13:06:49
43066,25,9,25,18,loss,buyer,17,16,16,2021-01-15 13:08:21
43066,15,0,25,19,loss,buyer,15,16,16,2021-01-15 13:10:02
43066,26,9,25,20,loss,buyer,18,16,16,2021-01-15 13:13:17
44948,6,7,4,1,loss,seller,7,11,10,2021-01-15 12:31:38
44948,7,7,4,2,loss,seller,9,11,11,2021-01-15 12:37:03
44948,8,7,4,3,loss,seller,10,11,11,2021-01-15 12:39:15
44948,7,7,4,4,loss,seller,10,11,11,2021-01-15 12:39:54
44948,8,7,4,5,loss,seller,12,11,11,2021-01-15 12:42:34
44948,10,7,4,6,loss,seller,11,11,11,2021-01-15 12:44:07
44948,10,7,4,7,loss,seller,9,11,11,2021-01-15 12:46:21
44948,10,7,4,8,loss,seller,11,11,11,2021-01-15 12:48:14
44948,10,7,4,9,loss,seller,10,11,11,2021-01-15 12:50:08
44948,11,7,4,10,loss,seller,9,11,11,2021-01-15 12:52:04
44948,11,0,12,11,loss,buyer,14,16,16,2021-01-15 12:54:12
44948,11,0,12,12,loss,buyer,13,16,16,2021-01-15 12:56:48
44948,17,-4,12,13,loss,buyer,17,16,16,2021-01-15 12:57:40
44948,3,0,12,14,loss,buyer,18,16,16,2021-01-15 13:00:00
44948,10,0,12,15,loss,buyer,15,16,16,2021-01-15 13:01:55
44948,9,0,12,16,loss,buyer,15,16,16,2021-01-15 13:04:06
44948,10,0,12,17,loss,buyer,16,16,16,2021-01-15 13:06:11
44948,8,0,12,18,loss,buyer,17,16,16,2021-01-15 13:07:57
44948,9,0,12,19,loss,buyer,15,16,16,2021-01-15 13:10:16
44948,8,0,12,20,loss,buyer,18,16,16,2021-01-15 13:11:47
45146,9,-2,13,1,loss,seller,7,11,10,2021-01-15 12:31:30
45146,10,-2,13,2,loss,seller,9,11,11,2021-01-15 12:36:16
45146,10,-2,13,3,loss,seller,10,11,11,2021-01-15 12:37:47
45146,8,-2,13,4,loss,seller,10,11,11,2021-01-15 12:39:52
45146,9,-2,13,5,loss,seller,12,11,11,2021-01-15 12:41:41
45146,11,-2,13,6,loss,seller,11,11,11,2021-01-15 12:43:37
45146,12,0,13,7,loss,seller,9,11,11,2021-01-15 12:46:10
45146,11,-2,13,8,loss,seller,11,11,11,2021-01-15 12:48:09
45146,12,0,13,9,loss,seller,10,11,11,2021-01-15 12:49:43
45146,13,0,13,10,loss,seller,9,11,11,2021-01-15 12:51:53
45146,3,8,8,11,loss,seller,14,16,16,2021-01-15 12:53:57
45146,4,8,8,12,loss,seller,13,16,16,2021-01-15 12:55:44
45146,3,8,8,13,loss,seller,17,16,16,2021-01-15 12:58:05
45146,8,8,8,14,loss,seller,18,16,16,2021-01-15 12:59:51
45146,17,0,8,15,loss,seller,15,16,16,2021-01-15 13:01:22
45146,6,8,8,16,loss,seller,15,16,16,2021-01-15 13:03:32
45146,7,8,8,17,loss,seller,16,16,16,2021-01-15 13:05:46
45146,10,8,8,18,loss,seller,17,16,16,2021-01-15 13:07:47
45146,12,8,8,19,loss,seller,15,16,16,2021-01-15 13:09:33
45146,14,8,8,20,loss,seller,18,16,16,2021-01-15 13:12:01
45856,25,13,23,1,loss,buyer,7,10,10,2021-01-15 12:30:21
45856,28,12,23,2,loss,buyer,9,11,11,2021-01-15 12:36:03
45856,28,12,23,3,loss,buyer,10,11,11,2021-01-15 12:37:21
45856,28,12,23,4,loss,buyer,10,11,11,2021-01-15 12:39:39
45856,24,12,23,5,loss,buyer,12,11,11,2021-01-15 12:41:50
45856,26,12,23,6,loss,buyer,11,11,11,2021-01-15 12:43:27
45856,27,12,23,7,loss,buyer,9,11,11,2021-01-15 12:45:39
45856,26,12,23,8,loss,buyer,11,11,11,2021-01-15 12:47:28
45856,26,12,23,9,loss,buyer,10,11,11,2021-01-15 12:49:25
45856,26,12,23,10,loss,buyer,9,11,11,2021-01-15 12:51:25
45856,15,-4,11,11,gain,buyer,8,15,15,2021-01-15 12:53:51
45856,16,-5,11,12,gain,buyer,7,16,15,2021-01-15 12:55:32
45856,16,-5,11,13,gain,buyer,9,16,16,2021-01-15 12:57:27
45856,13,0,11,14,gain,buyer,10,16,16,2021-01-15 12:59:38
45856,15,0,11,15,gain,buyer,7,18,16,2021-01-15 13:01:32
45856,16,0,11,16,gain,buyer,7,16.5,16,2021-01-15 13:03:38
45856,16,0,11,17,gain,buyer,8,16.75,16,2021-01-15 13:05:31
45856,16,0,11,18,gain,buyer,8,16.75,16.5,2021-01-15 13:07:37
45856,16,0,11,19,gain,buyer,7,16.75,16.5,2021-01-15 13:09:36
45856,16,0,11,20,gain,buyer,8,16.75,16.5,2021-01-15 13:11:22
45860,32,14,27,1,gain,buyer,14,13,13,2021-01-15 12:32:56
45860,30,12,27,2,gain,buyer,14,15,14,2021-01-15 12:36:32
45860,15,12,27,3,gain,buyer,15,15,15,2021-01-15 12:37:43
45860,27,11,27,4,gain,buyer,17,16,16,2021-01-15 12:39:31
45860,31,11,27,5,gain,buyer,13,16,16,2021-01-15 12:41:46
45860,17,10.010000000000002,27,6,gain,buyer,17,16.99,16,2021-01-15 12:43:43
45860,31,11,27,7,gain,buyer,18,16,16,2021-01-15 12:46:01
45860,14,0,27,8,gain,buyer,14,16,16,2021-01-15 12:47:47
45860,18,11,27,9,gain,buyer,19,16,16,2021-01-15 12:49:42
45860,27,11,27,10,gain,buyer,18,16,16,2021-01-15 12:51:42
45860,21,0,16,11,loss,buyer,14,16,16,2021-01-15 12:53:48
45860,20,0,16,12,loss,buyer,13,16,16,2021-01-15 12:55:45
45860,15,0,16,13,loss,buyer,17,16,16,2021-01-15 12:58:03
45860,17,0,16,14,loss,buyer,18,16,16,2021-01-15 13:00:14
45860,18,0,16,15,loss,buyer,15,16,16,2021-01-15 13:01:32
45860,15,0,16,16,loss,buyer,15,16,16,2021-01-15 13:03:27
45860,19,0,16,17,loss,buyer,16,16,16,2021-01-15 13:05:49
45860,15.99,0,16,18,loss,buyer,17,16,16,2021-01-15 13:07:58
45860,21,0,16,19,loss,buyer,15,16,16,2021-01-15 13:10:01
45860,21,0,16,20,loss,buyer,18,16,16,2021-01-15 13:12:03
45895,10,9,1,1,loss,seller,7,10,10,2021-01-15 12:30:12
45895,10,10,1,2,loss,seller,9,11,11,2021-01-15 12:35:24
45895,10,10,1,3,loss,seller,10,11,11,2021-01-15 12:37:23
45895,10,10,1,4,loss,seller,10,11,11,2021-01-15 12:39:16
45895,10,10,1,5,loss,seller,12,11,11,2021-01-15 12:41:17
45895,10,10,1,6,loss,seller,11,11,11,2021-01-15 12:43:19
45895,10,10,1,7,loss,seller,9,11,11,2021-01-15 12:45:22
45895,10,10,1,8,loss,seller,11,11,11,2021-01-15 12:47:26
45895,10,10,1,9,loss,seller,10,11,11,2021-01-15 12:49:31
45895,10,10,1,10,loss,seller,9,11,11,2021-01-15 12:51:22
45895,10,1,15,11,loss,seller,14,16,16,2021-01-15 12:53:15
45895,25,0,15,12,loss,seller,13,16,16,2021-01-15 12:55:22
45895,30,0,15,13,loss,seller,17,16,16,2021-01-15 12:57:27
45895,10,1,15,14,loss,seller,18,16,16,2021-01-15 12:59:23
45895,20,0,15,15,loss,seller,15,16,16,2021-01-15 13:01:25
45895,16,1,15,16,loss,seller,15,16,16,2021-01-15 13:03:21
45895,20,0,15,17,loss,seller,16,16,16,2021-01-15 13:05:20
45895,40,0,15,18,loss,seller,17,16,16,2021-01-15 13:07:24
45895,17,0,15,19,loss,seller,15,16,16,2021-01-15 13:09:16
45895,16,1,15,20,loss,seller,18,16,16,2021-01-15 13:11:16
46005,11,1,11,1,loss,buyer,7,10,10,2021-01-15 12:31:07
46005,8,0,11,2,loss,buyer,9,11,11,2021-01-15 12:36:14
46005,9,0,11,3,loss,buyer,10,11,11,2021-01-15 12:38:02
46005,10,0,11,4,loss,buyer,10,11,11,2021-01-15 12:40:06
46005,11,0,11,5,loss,buyer,12,11,11,2021-01-15 12:41:41
46005,11,0,11,6,loss,buyer,11,11,11,2021-01-15 12:43:53
46005,11,0,11,7,loss,buyer,9,11,11,2021-01-15 12:46:12
46005,11,0,11,8,loss,buyer,11,11,11,2021-01-15 12:48:06
46005,10,0,11,9,loss,buyer,10,11,11,2021-01-15 12:49:41
46005,10,0,11,10,loss,buyer,9,11,11,2021-01-15 12:51:54
46005,20,8,23,11,gain,buyer,8,15,15,2021-01-15 12:53:40
46005,16,7,23,12,gain,buyer,7,16,15,2021-01-15 12:56:32
46005,23,7,23,13,gain,buyer,9,16,16,2021-01-15 12:57:38
46005,26,7,23,14,gain,buyer,10,16,16,2021-01-15 12:59:57
46005,28,5,23,15,gain,buyer,7,18,16,2021-01-15 13:01:51
46005,28,6.5,23,16,gain,buyer,7,16.5,16,2021-01-15 13:03:39
46005,28,6.25,23,17,gain,buyer,8,16.75,16,2021-01-15 13:05:32
46005,28,6.25,23,18,gain,buyer,8,16.75,16.5,2021-01-15 13:07:19
46005,28,6.25,23,19,gain,buyer,7,16.75,16.5,2021-01-15 13:09:19
46005,28,6.25,23,20,gain,buyer,8,16.75,16.5,2021-01-15 13:11:26
47003,24,14,27,1,gain,buyer,14,13,13,2021-01-15 12:31:04
47003,24,12,27,2,gain,buyer,14,15,14,2021-01-15 12:36:39
47003,24,12,27,3,gain,buyer,15,15,15,2021-01-15 12:37:53
47003,24,11,27,4,gain,buyer,17,16,16,2021-01-15 12:40:00
47003,25,11,27,5,gain,buyer,13,16,16,2021-01-15 12:42:05
47003,24,10.010000000000002,27,6,gain,buyer,17,16.99,16,2021-01-15 12:44:13
47003,27,11,27,7,gain,buyer,18,16,16,2021-01-15 12:45:46
47003,26,11,27,8,gain,buyer,14,16,16,2021-01-15 12:47:39
47003,27,11,27,9,gain,buyer,19,16,16,2021-01-15 12:49:57
47003,27,11,27,10,gain,buyer,18,16,16,2021-01-15 12:51:36
47003,26,11,26,11,gain,buyer,8,15,15,2021-01-15 12:53:32
47003,26,10,26,12,gain,buyer,7,16,15,2021-01-15 12:55:28
47003,26,10,26,13,gain,buyer,9,16,16,2021-01-15 12:57:43
47003,26,10,26,14,gain,buyer,10,16,16,2021-01-15 12:59:28
47003,26,8,26,15,gain,buyer,7,18,16,2021-01-15 13:01:27
47003,26,9.5,26,16,gain,buyer,7,16.5,16,2021-01-15 13:03:41
47003,26,9.25,26,17,gain,buyer,8,16.75,16,2021-01-15 13:05:45
47003,26,9.25,26,18,gain,buyer,8,16.75,16.5,2021-01-15 13:08:05
47003,26,9.25,26,19,gain,buyer,7,16.75,16.5,2021-01-15 13:10:21
47003,26,9.25,26,20,gain,buyer,8,16.75,16.5,2021-01-15 13:11:31
47322,27,16,26,1,loss,buyer,7,10,10,2021-01-15 12:33:19
47322,27,15,26,2,loss,buyer,9,11,11,2021-01-15 12:36:19
47322,11,15,26,3,loss,buyer,10,11,11,2021-01-15 12:37:54
47322,8,0,26,4,loss,buyer,10,11,11,2021-01-15 12:39:36
47322,11,15,26,5,loss,buyer,12,11,11,2021-01-15 12:41:42
47322,11,15,26,6,loss,buyer,11,11,11,2021-01-15 12:43:34
47322,11,15,26,7,loss,buyer,9,11,11,2021-01-15 12:46:35
47322,11,15,26,8,loss,buyer,11,11,11,2021-01-15 12:48:07
47322,11,15,26,9,loss,buyer,10,11,11,2021-01-15 12:49:47
47322,11,15,26,10,loss,buyer,9,11,11,2021-01-15 12:51:33
47322,11,8,7,11,gain,seller,8,15,15,2021-01-15 12:54:29
47322,16,0,7,12,gain,seller,7,16,15,2021-01-15 12:56:13
47322,15,9,7,13,gain,seller,9,16,16,2021-01-15 12:57:32
47322,16,9,7,14,gain,seller,10,16,16,2021-01-15 12:59:40
47322,16,9,7,15,gain,seller,7,18,16,2021-01-15 13:01:56
48129,13,3,16,1,gain,buyer,14,13,13,2021-01-15 12:30:16
48129,11,0,16,2,gain,buyer,14,15,14,2021-01-15 12:36:25
48129,13,0,16,3,gain,buyer,15,15,15,2021-01-15 12:37:52
48129,13,0,16,4,gain,buyer,17,16,16,2021-01-15 12:39:42
48129,15,0,16,5,gain,buyer,13,16,16,2021-01-15 12:41:53
48129,15.5,0,16,6,gain,buyer,17,16.99,16,2021-01-15 12:43:48
48129,16,0,16,7,gain,buyer,18,16,16,2021-01-15 12:46:29
48129,15,0,16,8,gain,buyer,14,16,16,2021-01-15 12:47:31
48129,3,0,16,9,gain,buyer,19,16,16,2021-01-15 12:49:40
48129,16,0,16,10,gain,buyer,18,16,16,2021-01-15 12:51:39
48129,16,2,18,11,loss,buyer,14,16,16,2021-01-15 12:54:33
48129,16.5,2,18,12,loss,buyer,13,16,16,2021-01-15 12:55:37
48129,17,2,18,13,loss,buyer,17,16,16,2021-01-15 12:57:59
48129,16,2,18,14,loss,buyer,18,16,16,2021-01-15 12:59:28
48129,16,2,18,15,loss,buyer,15,16,16,2021-01-15 13:01:35
48129,16,2,18,16,loss,buyer,15,16,16,2021-01-15 13:03:55
48129,16,2,18,17,loss,buyer,16,16,16,2021-01-15 13:06:37
48129,16.2,2,18,18,loss,buyer,17,16,16,2021-01-15 13:07:34
48129,16.01,2,18,19,loss,buyer,15,16,16,2021-01-15 13:09:44
48129,16.06,2,18,20,loss,buyer,18,16,16,2021-01-15 13:11:40
49154,16,0,1,1,loss,seller,7,11,10,2021-01-15 12:31:07
49154,12,0,1,2,loss,seller,9,11,11,2021-01-15 12:36:27
49154,11,10,1,3,loss,seller,10,11,11,2021-01-15 12:37:34
49154,11,10,1,4,loss,seller,10,11,11,2021-01-15 12:39:55
49154,15,0,1,5,loss,seller,12,11,11,2021-01-15 12:42:08
49154,12,0,1,6,loss,seller,11,11,11,2021-01-15 12:43:47
49154,11,10,1,7,loss,seller,9,11,11,2021-01-15 12:45:42
49154,12,0,1,8,loss,seller,11,11,11,2021-01-15 12:47:52
49154,11,10,1,9,loss,seller,10,11,11,2021-01-15 12:49:50
49154,12,0,1,10,loss,seller,9,11,11,2021-01-15 12:52:02
49154,14,8,8,11,loss,seller,14,16,16,2021-01-15 12:53:36
49154,25,0,8,12,loss,seller,13,16,16,2021-01-15 12:55:41
49154,21,0,8,13,loss,seller,17,16,16,2021-01-15 12:57:43
49154,16,8,8,14,loss,seller,18,16,16,2021-01-15 13:00:12
49154,17,0,8,15,loss,seller,15,16,16,2021-01-15 13:02:16
49154,16.99,0,8,16,loss,seller,15,16,16,2021-01-15 13:04:27
49154,17,0,8,17,loss,seller,16,16,16,2021-01-15 13:05:48
49154,16,8,8,18,loss,seller,17,16,16,2021-01-15 13:07:57
49154,16,8,8,19,loss,seller,15,16,16,2021-01-15 13:09:23
49154,16,8,8,20,loss,seller,18,16,16,2021-01-15 13:11:36
50348,10,4,7,1,loss,seller,7,11,10,2021-01-15 12:31:56
50348,7,4,7,2,loss,seller,9,11,11,2021-01-15 12:36:50
50348,9,4,7,3,loss,seller,10,11,11,2021-01-15 12:37:56
50348,9,4,7,4,loss,seller,10,11,11,2021-01-15 12:39:43
50348,10,4,7,5,loss,seller,12,11,11,2021-01-15 12:41:53
50348,11,4,7,6,loss,seller,11,11,11,2021-01-15 12:43:59
50348,11,4,7,7,loss,seller,9,11,11,2021-01-15 12:45:52
50348,11,4,7,8,loss,seller,10,11,11,2021-01-15 12:47:52
50348,11,4,7,9,loss,seller,10,11,11,2021-01-15 12:49:44
50348,11,4,7,10,loss,seller,9,11,11,2021-01-15 12:51:49
50348,11,11,4,11,gain,seller,8,15,15,2021-01-15 12:53:48
50348,11,11,4,12,gain,seller,7,16,15,2021-01-15 12:56:00
50348,15,12,4,13,gain,seller,9,16,16,2021-01-15 12:57:52
50348,16,12,4,14,gain,seller,10,16,16,2021-01-15 12:59:26
50348,16,12,4,15,gain,seller,7,18,16,2021-01-15 13:01:47
50348,16,12,4,16,gain,seller,7,16.5,16,2021-01-15 13:03:46
50348,16,12,4,17,gain,seller,8,16.75,16,2021-01-15 13:06:01
50348,16,12.5,4,18,gain,seller,8,16.75,16.5,2021-01-15 13:07:50
50348,16,12.5,4,19,gain,seller,7,16.75,16.5,2021-01-15 13:10:11
50348,16,12.5,4,20,gain,seller,8,16.75,16.5,2021-01-15 13:11:53
51055,30,12,25,1,gain,buyer,14,13,13,2021-01-15 12:30:34
51055,15,10,25,2,gain,buyer,14,15,14,2021-01-15 12:35:59
51055,15,10,25,3,gain,buyer,15,15,15,2021-01-15 12:37:41
51055,16,9,25,4,gain,buyer,17,16,16,2021-01-15 12:39:42
51055,16,9,25,5,gain,buyer,13,16,16,2021-01-15 12:41:29
51055,10,0,25,6,gain,buyer,17,16.99,16,2021-01-15 12:43:50
51055,17,9,25,7,gain,buyer,18,16,16,2021-01-15 12:46:03
51055,17,9,25,8,gain,buyer,14,16,16,2021-01-15 12:47:56
51055,17,9,25,9,gain,buyer,19,16,16,2021-01-15 12:49:44
51055,17,9,25,10,gain,buyer,18,16,16,2021-01-15 12:51:41
51055,17,0,5,11,loss,seller,14,16,16,2021-01-15 12:53:43
51055,16,11,5,12,loss,seller,13,16,16,2021-01-15 12:55:34
51055,16,11,5,13,loss,seller,17,16,16,2021-01-15 12:57:27
51055,16,11,5,14,loss,seller,18,16,16,2021-01-15 12:59:23
51055,16,11,5,15,loss,seller,15,16,16,2021-01-15 13:01:49
51055,16,11,5,16,loss,seller,16,16,16,2021-01-15 13:03:43
51055,16,11,5,17,loss,seller,16,16,16,2021-01-15 13:06:07
51055,16,11,5,18,loss,seller,17,16,16,2021-01-15 13:08:14
51055,16,11,5,19,loss,seller,15,16,16,2021-01-15 13:09:50
51055,16,11,5,20,loss,seller,18,16,16,2021-01-15 13:11:25
51489,16,9,22,1,gain,buyer,14,13,13,2021-01-15 12:30:15
51489,17,7,22,2,gain,buyer,14,15,14,2021-01-15 12:35:40
51489,18,7,22,3,gain,buyer,15,15,15,2021-01-15 12:37:50
51489,19,6,22,4,gain,buyer,17,16,16,2021-01-15 12:39:36
51489,18,6,22,5,gain,buyer,13,16,16,2021-01-15 12:41:47
51489,17,5.010000000000002,22,6,gain,buyer,17,16.99,16,2021-01-15 12:43:35
51489,16,6,22,7,gain,buyer,18,16,16,2021-01-15 12:45:43
51489,16,6,22,8,gain,buyer,14,16,16,2021-01-15 12:47:38
51489,17,6,22,9,gain,buyer,19,16,16,2021-01-15 12:49:34
51489,17,6,22,10,gain,buyer,18,16,16,2021-01-15 12:51:31
51489,15,-1,16,11,gain,seller,8,15,15,2021-01-15 12:53:53
51489,17.04,0,16,12,gain,seller,7,16,15,2021-01-15 12:55:41
51489,18,0,16,13,gain,seller,9,16,16,2021-01-15 12:58:01
51489,16,0,16,14,gain,seller,10,16,16,2021-01-15 12:59:44
51489,20,0,16,15,gain,seller,7,18,16,2021-01-15 13:01:49
51489,17,0,16,16,gain,seller,7,16.5,16,2021-01-15 13:03:47
51489,15,0,16,17,gain,seller,8,16.75,16,2021-01-15 13:05:38
51489,17,0,16,18,gain,seller,8,16.75,16.5,2021-01-15 13:07:44
51489,17,0,16,19,gain,seller,7,16.75,16.5,2021-01-15 13:09:48
51489,16.5,0.5,16,20,gain,seller,8,16.75,16.5,2021-01-15 13:11:40
51703,9,0,15,1,gain,buyer,14,13,13,2021-01-15 12:30:39
51703,12,0,15,2,gain,buyer,14,15,14,2021-01-15 12:36:18
51703,15,0,15,3,gain,buyer,15,15,15,2021-01-15 12:38:17
51703,16,-1,15,4,gain,buyer,17,16,16,2021-01-15 12:39:35
51703,10,0,15,5,gain,buyer,13,16,16,2021-01-15 12:42:00
51703,12,0,15,6,gain,buyer,17,16.99,16,2021-01-15 12:43:56
51703,8,0,15,7,gain,buyer,18,16,16,2021-01-15 12:46:09
51703,1,0,15,8,gain,buyer,14,16,16,2021-01-15 12:48:01
51703,1,0,15,9,gain,buyer,19,16,16,2021-01-15 12:49:53
51703,10,0,15,10,gain,buyer,18,16,16,2021-01-15 12:52:00
51703,15,0,24,11,loss,buyer,14,16,16,2021-01-15 12:54:17
51703,15,0,24,12,loss,buyer,13,16,16,2021-01-15 12:56:35
51703,14,0,24,13,loss,buyer,17,16,16,2021-01-15 12:57:51
51703,16,8,24,14,loss,buyer,18,16,16,2021-01-15 12:59:59
51703,15.99,0,24,15,loss,buyer,15,16,16,2021-01-15 13:02:11
51703,16,8,24,16,loss,buyer,15,16,16,2021-01-15 13:03:39
51703,16,8,24,17,loss,buyer,16,16,16,2021-01-15 13:05:39
51703,16,8,24,18,loss,buyer,17,16,16,2021-01-15 13:08:02
51703,16,8,24,19,loss,buyer,15,16,16,2021-01-15 13:09:43
51703,16,8,24,20,loss,buyer,18,16,16,2021-01-15 13:11:48
51776,5,0,10,1,loss,seller,7,10,10,2021-01-15 12:30:31
51776,15,0,10,2,loss,seller,9,11,11,2021-01-15 12:36:13
51776,11,1,10,3,loss,seller,10,11,11,2021-01-15 12:37:39
51776,13,0,10,4,loss,seller,10,11,11,2021-01-15 12:39:53
51776,11,1,10,5,loss,seller,12,11,11,2021-01-15 12:41:47
51776,11,1,10,6,loss,seller,11,11,11,2021-01-15 12:43:31
51776,20,0,10,7,loss,seller,9,11,11,2021-01-15 12:45:53
51776,11,1,10,8,loss,seller,11,11,11,2021-01-15 12:47:50
51776,12,0,10,9,loss,seller,10,11,11,2021-01-15 12:49:58
51776,11,1,10,10,loss,seller,9,11,11,2021-01-15 12:52:17
51776,5,0,12,11,loss,buyer,14,16,16,2021-01-15 12:54:02
51776,10,0,12,12,loss,buyer,13,16,16,2021-01-15 12:56:11
51776,16,-4,12,13,loss,buyer,17,16,16,2021-01-15 12:57:54
51776,11,0,12,14,loss,buyer,18,16,16,2021-01-15 12:59:59
51776,12,0,12,15,loss,buyer,15,16,16,2021-01-15 13:01:48
51776,10,0,12,16,loss,buyer,15,16,16,2021-01-15 13:03:30
